experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX841360	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052078	Arthropod Cell Line RNA Seq	SRS817523	NA	350.9	2	3914261	594967672	Solexa-205939	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238781	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756420	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	367948897	2001603	304243656	H7A7UADXX131213.1.tagged_851.bam	SRR1756420.sralite	76507215	2020-06-20T21:08:45Z	3df98b40194e58d15e7a2d25d9e048fa	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1756420/SRR1756420.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756420/SRR1756420.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756420/SRR1756420.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756420/SRR1756420.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448004	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2H	RNA:Total RNA	PDO-2348	P-RNA-0001	G50973	RP-510	SM-49JMV	SM-57M2H	39145	missing	9/14/00	AAE2-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/000/SRR1756420/SRR1756420_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/000/SRR1756420/SRR1756420_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/000/SRR1756420/SRR1756420_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/000/SRR1756420/SRR1756420_2.fastq.gz
SRX841360	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052078	Arthropod Cell Line RNA Seq	SRS817523	NA	350.9	2	3914261	594967672	Solexa-205939	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238781	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756431	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	367948897	1912658	290724016	H7A7UADXX131213.2.tagged_851.bam	SRR1756431.sralite	73103711	2020-06-21T22:39:53Z	a1fac2af806d4657d2f19461b2e31286	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1756431/SRR1756431.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756431/SRR1756431.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756431/SRR1756431.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756431/SRR1756431.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448004	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2H	RNA:Total RNA	PDO-2348	P-RNA-0001	G50973	RP-510	SM-49JMV	SM-57M2H	39145	missing	9/14/00	AAE2-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/001/SRR1756431/SRR1756431_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/001/SRR1756431/SRR1756431_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/001/SRR1756431/SRR1756431_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/001/SRR1756431/SRR1756431_2.fastq.gz
SRX841345	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052108	Arthropod Cell Line RNA Seq	SRS817553	NA	317.35	2	3562793	541544536	Solexa-205930	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238774	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756401	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	332763324	1744589	265177528	H7A7UADXX131213.2.tagged_355.bam	SRR1756401.sralite	66679654	2021-06-16T03:15:00Z	bedbb3141672a4e55d2178d3feaf9af5	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1756401/SRR1756401.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756401/SRR1756401.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756401/SRR1756401.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756401/SRR1756401.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448001	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M28	RNA:Total RNA	PDO-2348	P-RNA-0001	G50966	RP-510	SM-49JMO	SM-57M28	39145	missing	9/14/00	AAE1-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/001/SRR1756401/SRR1756401_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/001/SRR1756401/SRR1756401_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/001/SRR1756401/SRR1756401_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/001/SRR1756401/SRR1756401_2.fastq.gz
SRX841345	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052108	Arthropod Cell Line RNA Seq	SRS817553	NA	317.35	2	3562793	541544536	Solexa-205930	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238774	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756447	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	332763324	1818204	276367008	H7A7UADXX131213.1.tagged_355.bam	SRR1756447.sralite	69496132	2020-06-23T08:05:01Z	4b5c1959e16551a60f6716e7ce4b830c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1756447/SRR1756447.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756447/SRR1756447.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756447/SRR1756447.sralite.1	worldwide	anonymous	gs://sra-pub-zq-4/SRR1756447/SRR1756447.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448001	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M28	RNA:Total RNA	PDO-2348	P-RNA-0001	G50966	RP-510	SM-49JMO	SM-57M28	39145	missing	9/14/00	AAE1-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756447/SRR1756447_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756447/SRR1756447_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756447/SRR1756447_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756447/SRR1756447_2.fastq.gz
SRX841318	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052108	Arthropod Cell Line RNA Seq	SRS817553	NA	158.66	1	1810073	275131096	Solexa-205930	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238774	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756363	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	166365018	1810073	275131096	H7A21ADXX131215.2.tagged_355.bam	SRR1756363.sralite	69141967	2020-06-20T21:08:11Z	6641fafe6d2a6b9f090204616ec3264a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1756363/SRR1756363.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756363/SRR1756363.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756363/SRR1756363.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756363/SRR1756363.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448001	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M28	RNA:Total RNA	PDO-2348	P-RNA-0001	G50966	RP-510	SM-49JMO	SM-57M28	39145	missing	9/14/00	AAE1-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1756363/SRR1756363_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1756363/SRR1756363_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1756363/SRR1756363_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1756363/SRR1756363_2.fastq.gz
SRX841276	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052123	Arthropod Cell Line RNA Seq	SRS817573	NA	177.83	1	2027838	308231376	Solexa-205932	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238776	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756309	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	186471943	2027838	308231376	H7A21ADXX131215.2.tagged_509.bam	SRR1756309.sralite	77447998	2020-06-21T22:39:35Z	d379ccdd3ae4296e261a778e6377c4c0	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1756309/SRR1756309.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756309/SRR1756309.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756309/SRR1756309.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1756309/SRR1756309.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448003	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2A	RNA:Total RNA	PDO-2348	P-RNA-0001	G50968	RP-510	SM-49JMQ	SM-57M2A	39145	missing	9/14/00	AAE1-4	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/009/SRR1756309/SRR1756309_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/009/SRR1756309/SRR1756309_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/009/SRR1756309/SRR1756309_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/009/SRR1756309/SRR1756309_2.fastq.gz
SRX841259	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052154	Arthropod Cell Line RNA Seq	SRS817620	NA	410.27	2	4598488	698970176	Solexa-205941	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238783	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756287	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	430201001	2346771	356709192	H7A7UADXX131213.1.tagged_581.bam	SRR1756287.sralite	89676322	2020-06-20T21:08:20Z	ffab16b0064deadae6720efe31a84dde	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR1756287/SRR1756287.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756287/SRR1756287.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756287/SRR1756287.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1756287/SRR1756287.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448006	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2J	RNA:Total RNA	PDO-2348	P-RNA-0001	G50975	RP-510	SM-49JMX	SM-57M2J	39145	missing	9/14/00	AAE2-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756287/SRR1756287_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756287/SRR1756287_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756287/SRR1756287_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756287/SRR1756287_2.fastq.gz
SRX841259	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052154	Arthropod Cell Line RNA Seq	SRS817620	NA	410.27	2	4598488	698970176	Solexa-205941	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238783	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1765067	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	430201001	2251717	342260984	H7A7UADXX131213.2.tagged_581.bam	SRR1765067.sralite	86040432	2020-06-21T22:46:53Z	b882bb86363dd039201389ceed78e1d4	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1765067/SRR1765067.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765067/SRR1765067.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765067/SRR1765067.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1765067/SRR1765067.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448006	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2J	RNA:Total RNA	PDO-2348	P-RNA-0001	G50975	RP-510	SM-49JMX	SM-57M2J	39145	missing	9/14/00	AAE2-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1765067/SRR1765067_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1765067/SRR1765067_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/007/SRR1765067/SRR1765067_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/007/SRR1765067/SRR1765067_2.fastq.gz
SRX841248	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052114	Arthropod Cell Line RNA Seq	SRS817559	NA	1121.87	2	11654332	1771458464	Solexa-206001	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238773	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756275	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	1176365996	5837119	887242088	H7A2FADXX131213.1.tagged_52.bam	SRR1756275.sralite	223572980	2020-06-20T21:09:47Z	60f86ab1cfc0b85deb647327f4feba56	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1756275/SRR1756275.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756275/SRR1756275.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756275/SRR1756275.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756275/SRR1756275.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448049	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M4E	RNA:Total RNA	PDO-2348	P-RNA-0001	G50965	RP-510	SM-49JMN	SM-57M4E	39208	missing	9/14/00	AAE1-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/005/SRR1756275/SRR1756275_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/005/SRR1756275/SRR1756275_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/005/SRR1756275/SRR1756275_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/005/SRR1756275/SRR1756275_2.fastq.gz
SRX841248	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052114	Arthropod Cell Line RNA Seq	SRS817559	NA	1121.87	2	11654332	1771458464	Solexa-206001	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238773	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756327	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	1176365996	5817213	884216376	H7A2FADXX131213.2.tagged_52.bam	SRR1756327.sralite	222750930	2020-06-13T03:05:39Z	dbb86e1f16fc5f2bfe5a27b1fc10b661	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1756327/SRR1756327.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756327/SRR1756327.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756327/SRR1756327.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1756327/SRR1756327.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448049	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M4E	RNA:Total RNA	PDO-2348	P-RNA-0001	G50965	RP-510	SM-49JMN	SM-57M4E	39208	missing	9/14/00	AAE1-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756327/SRR1756327_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1756327/SRR1756327_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756327/SRR1756327_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1756327/SRR1756327_2.fastq.gz
SRX841235	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	153.07	1	1757087	267077224	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756263	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	160500434	1757087	267077224	H7A21ADXX131215.2.tagged_320.bam	SRR1756263.sralite	67121410	2020-06-13T03:03:34Z	b80d6691d9789f4863268e96925009c5	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1756263/SRR1756263.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756263/SRR1756263.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756263/SRR1756263.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1756263/SRR1756263.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRX841228	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	329.61	2	3799928	577589056	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1756256	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	345616325	1890477	287352504	H7A2CADXX131213.1.tagged_320.bam	SRR1756256.sralite	72246211	2020-06-13T03:03:58Z	8a758cbd64c18ed46cf43a9b2f1cb1d9	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1756256/SRR1756256.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756256/SRR1756256.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/756/SRR1756256/SRR1756256.sralite.1	worldwide	anonymous	gs://sra-pub-zq-4/SRR1756256/SRR1756256.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
